Codigo_temporada;Codigo_competicion;Codigo_fase;Codigo_grupo;Codigo_equipo;Posicion;Puntos;Partidos_jugados;Partidos_ganados;Partidos_empatados;Partidos_perdidos;Goles_favor;Goles_contra;Nombre_temporada;Nombre_competicion;Nombre_fase;Nombre_grupo;Nombre_deporte;Nombre_categoria;Nombre_equipo;Nombre-Sexo;Nombre_distrito
2015;1         ;1;2;106255;8;6;8;3;0;5;100;139;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB POETAS GRUPO 1;MINIBALONCESTO                                    ;BENJAMIN                                          ;STA. MARIA DE YERMO "A"                           ;MIXTO;Moncloa
2015;1         ;1;2;106394;4;8;8;4;0;4;128;151;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB POETAS GRUPO 1;MINIBALONCESTO                                    ;BENJAMIN                                          ;DEHESA DE LA VILLA                                ;MIXTO;Moncloa
2015;1         ;1;2;106472;1;16;8;8;0;0;203;119;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB POETAS GRUPO 1;MINIBALONCESTO                                    ;BENJAMIN                                          ;PRINCIPE ROJO                                     ;MIXTO;Moncloa
2015;1         ;1;2;106948;10;-1;8;0;0;8;31;217;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB POETAS GRUPO 1;MINIBALONCESTO                                    ;BENJAMIN                                          ;BUEN CONSEJO BLANCO                               ;MIXTO;Moncloa
2015;1         ;1;2;107225;7;6;8;3;0;5;142;197;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB POETAS GRUPO 1;MINIBALONCESTO                                    ;BENJAMIN                                          ;PATROCINIO DE SAN JOSE                            ;MIXTO;Moncloa
2015;1         ;1;2;107312;9;4;8;2;0;6;149;205;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB POETAS GRUPO 1;MINIBALONCESTO                                    ;BENJAMIN                                          ;SALESIANOS ESTRECHO                               ;MIXTO;Moncloa
2015;1         ;1;2;108302;2;12;8;6;0;2;203;79;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB POETAS GRUPO 1;MINIBALONCESTO                                    ;BENJAMIN                                          ;ESCUELA NEWTON NEGRO                              ;MIXTO;Moncloa
2015;1         ;1;2;108384;3;10;8;5;0;3;179;135;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB POETAS GRUPO 1;MINIBALONCESTO                                    ;BENJAMIN                                          ;MOVISTAR ESTUDIANTES                              ;MIXTO;Moncloa
2015;1         ;1;2;108400;5;8;8;4;0;4;165;148;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB POETAS GRUPO 1;MINIBALONCESTO                                    ;BENJAMIN                                          ;ESCOLAPIAS                                        ;MIXTO;Moncloa
2015;1         ;1;2;108692;6;8;8;5;0;3;143;53;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB POETAS GRUPO 1;MINIBALONCESTO                                    ;BENJAMIN                                          ;CREF CHAMBERI                                     ;MIXTO;Moncloa
2015;1         ;1;3;106473;9;0;7;0;0;7;101;293;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB POETAS GRUPO 2;MINIBALONCESTO                                    ;BENJAMIN                                          ;PRINCIPE AZUL                                     ;MIXTO;Moncloa
2015;1         ;1;3;106507;4;9;8;4;1;3;215;147;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB POETAS GRUPO 2;MINIBALONCESTO                                    ;BENJAMIN                                          ;FESD STO DOMINGO                                  ;MIXTO;Moncloa
2015;1         ;1;3;106947;1;14;7;7;0;0;266;92;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB POETAS GRUPO 2;MINIBALONCESTO                                    ;BENJAMIN                                          ;BUEN CONSEJO ROJO                                 ;MIXTO;Moncloa
2015;1         ;1;3;107129;5;8;7;4;0;3;137;121;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB POETAS GRUPO 2;MINIBALONCESTO                                    ;BENJAMIN                                          ;EFBM FERNANDO MARTIN                              ;MIXTO;Moncloa
2015;1         ;1;3;107217;2;12;7;6;0;1;149;92;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB POETAS GRUPO 2;MINIBALONCESTO                                    ;BENJAMIN                                          ;STA. MARIA DE YERMO "B"                           ;MIXTO;Moncloa
2015;1         ;1;3;107693;7;4;7;2;0;5;86;177;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB POETAS GRUPO 2;MINIBALONCESTO                                    ;BENJAMIN                                          ;BC CHAMBERI ASUNCION RINCON                       ;MIXTO;Moncloa
2015;1         ;1;3;107847;3;11;7;5;1;1;228;103;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB POETAS GRUPO 2;MINIBALONCESTO                                    ;BENJAMIN                                          ;SALES PLAZA                                       ;MIXTO;Moncloa
2015;1         ;1;3;108301;6;4;7;2;0;5;161;141;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB POETAS GRUPO 2;MINIBALONCESTO                                    ;BENJAMIN                                          ;BALONCESTO LA VEGA                                ;MIXTO;Moncloa
2015;1         ;1;3;108303;8;2;7;1;0;6;47;224;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB POETAS GRUPO 2;MINIBALONCESTO                                    ;BENJAMIN                                          ;ESCUELA NEWTON ROJO                               ;MIXTO;Moncloa
2015;1         ;1;4;106256;1;14;7;7;0;0;338;103;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB F.MARTIN-POETAS G.1;MINIBALONCESTO                                    ;ALEVIN                                            ;SANTA MARIA DE YERMO A                            ;MIXTO;Moncloa
2015;1         ;1;4;106387;7;4;7;2;0;5;129;243;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB F.MARTIN-POETAS G.1;MINIBALONCESTO                                    ;ALEVIN                                            ;FRAY LUIS DE LEON                                 ;MIXTO;Moncloa
2015;1         ;1;4;106474;9;2;7;1;0;6;135;306;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB F.MARTIN-POETAS G.1;MINIBALONCESTO                                    ;ALEVIN                                            ;PRINCIPE ROJO                                     ;MIXTO;Moncloa
2015;1         ;1;4;106943;2;10;7;5;0;2;280;191;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB F.MARTIN-POETAS G.1;MINIBALONCESTO                                    ;ALEVIN                                            ;MARISTAS CHAMBERI M                               ;MIXTO;Moncloa
2015;1         ;1;4;107131;6;6;7;3;0;4;261;200;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB F.MARTIN-POETAS G.1;MINIBALONCESTO                                    ;ALEVIN                                            ;EFBM FERNANDO MARTIN B                            ;MIXTO;Moncloa
2015;1         ;1;4;107313;5;6;7;3;0;4;191;272;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB F.MARTIN-POETAS G.1;MINIBALONCESTO                                    ;ALEVIN                                            ;SALESIANOS ESTRECHO                               ;MIXTO;Moncloa
2015;1         ;1;4;107561;10;-1;0;0;0;0;0;0;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB F.MARTIN-POETAS G.1;MINIBALONCESTO                                    ;ALEVIN                                            ;BLANCA DE CASTILLA                                ;MIXTO;Moncloa
2015;1         ;1;4;108305;4;8;7;4;0;3;196;224;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB F.MARTIN-POETAS G.1;MINIBALONCESTO                                    ;ALEVIN                                            ;ESCUELA NEWTON NEGRO                              ;MIXTO;Moncloa
2015;1         ;1;4;108413;8;3;8;2;0;6;224;322;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB F.MARTIN-POETAS G.1;MINIBALONCESTO                                    ;ALEVIN                                            ;FDO. EL CATOLICO AZUL                             ;MIXTO;Moncloa
2015;1         ;1;4;108690;3;10;7;5;0;2;303;196;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB F.MARTIN-POETAS G.1;MINIBALONCESTO                                    ;ALEVIN                                            ;CREF CHAMBERI A                                   ;MIXTO;Moncloa
2015;1         ;1;5;106257;5;6;7;3;0;4;151;187;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB F.MARTIN POETAS G.2;MINIBALONCESTO                                    ;ALEVIN                                            ;SANTA MARIA DE YERMO B                            ;MIXTO;Moncloa
2015;1         ;1;5;106475;8;4;7;2;0;5;193;214;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB F.MARTIN POETAS G.2;MINIBALONCESTO                                    ;ALEVIN                                            ;PRINCIPE BLANCO                                   ;MIXTO;Moncloa
2015;1         ;1;5;106478;1;14;7;7;0;0;294;149;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB F.MARTIN POETAS G.2;MINIBALONCESTO                                    ;ALEVIN                                            ;OLIMPICO ALCOBENDAS                               ;MIXTO;Moncloa
2015;1         ;1;5;106944;7;6;7;4;0;3;168;136;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB F.MARTIN POETAS G.2;MINIBALONCESTO                                    ;ALEVIN                                            ;MARISTAS CHAMBERI F                               ;MIXTO;Moncloa
2015;1         ;1;5;107130;2;12;7;6;0;1;270;109;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB F.MARTIN POETAS G.2;MINIBALONCESTO                                    ;ALEVIN                                            ;EFBM FERNANDO MARTIN A                            ;MIXTO;Moncloa
2015;1         ;1;5;107132;6;6;7;3;0;4;146;196;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB F.MARTIN POETAS G.2;MINIBALONCESTO                                    ;ALEVIN                                            ;EFBM FERNANDO MARTIN C                            ;MIXTO;Moncloa
2015;1         ;1;5;108016;9;0;8;0;0;8;80;284;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB F.MARTIN POETAS G.2;MINIBALONCESTO                                    ;ALEVIN                                            ;NTRA. SE¥ORA DEL PILAR                            ;MIXTO;Moncloa
2015;1         ;1;5;108304;4;6;7;3;0;4;153;166;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB F.MARTIN POETAS G.2;MINIBALONCESTO                                    ;ALEVIN                                            ;ESCUELA NEWTON ROJO                               ;MIXTO;Moncloa
2015;1         ;1;5;108414;3;8;7;4;0;3;141;155;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB F.MARTIN POETAS G.2;MINIBALONCESTO                                    ;ALEVIN                                            ;FDO. EL CATOLICO NEGRO                            ;MIXTO;Moncloa
2015;1         ;1;5;108691;10;-4;0;0;0;0;0;0;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;MB F.MARTIN POETAS G.2;MINIBALONCESTO                                    ;ALEVIN                                            ;CREF CHAMBERI B                                   ;MIXTO;Moncloa
2015;1         ;1;7;106252;3;14;8;6;0;2;321;231;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC FDO. MARTIN;BALONCESTO                                        ;INFANTIL                                          ;BC CHAMBERI JOAQUIN TURINA                        ;MASCULINO;Moncloa
2015;1         ;1;7;106258;4;12;8;4;0;4;322;197;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC FDO. MARTIN;BALONCESTO                                        ;INFANTIL                                          ;SANTA MARIA DE YERMO                              ;MASCULINO;Moncloa
2015;1         ;1;7;106479;6;10;8;2;0;6;207;299;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC FDO. MARTIN;BALONCESTO                                        ;INFANTIL                                          ;OLIMPICO ALCOBENDAS                               ;MASCULINO;Moncloa
2015;1         ;1;7;107133;5;12;8;4;0;4;206;324;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC FDO. MARTIN;BALONCESTO                                        ;INFANTIL                                          ;EFBM FERNANDO MARTIN A                            ;MASCULINO;Moncloa
2015;1         ;1;7;107134;1;16;8;8;0;0;372;125;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC FDO. MARTIN;BALONCESTO                                        ;INFANTIL                                          ;EFBM FERNANDO MARTIN B                            ;MASCULINO;Moncloa
2015;1         ;1;7;107315;2;15;8;7;0;1;454;149;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC FDO. MARTIN;BALONCESTO                                        ;INFANTIL                                          ;SALESIANOS ESTRECHO                               ;MASCULINO;Moncloa
2015;1         ;1;7;107563;8;8;8;0;0;8;105;470;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC FDO. MARTIN;BALONCESTO                                        ;INFANTIL                                          ;BLANCA DE CASTILLA                                ;MASCULINO;Moncloa
2015;1         ;1;7;107989;7;9;8;1;0;7;158;350;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC FDO. MARTIN;BALONCESTO                                        ;INFANTIL                                          ;SAN JOSE A                                        ;MASCULINO;Moncloa
2015;1         ;1;8;106133;9;9;8;1;0;7;247;304;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC FUENCARRAL-MONCLOA;BALONCESTO                                        ;CADETE                                            ;ESCUELA BARRIO DEL PILAR                          ;MASCULINO;Moncloa
2015;1         ;1;8;106138;5;11;8;3;0;5;265;303;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC FUENCARRAL-MONCLOA;BALONCESTO                                        ;CADETE                                            ;MADRID  NORTE                                     ;MASCULINO;Moncloa
2015;1         ;1;8;106152;10;8;8;3;0;5;220;257;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC FUENCARRAL-MONCLOA;BALONCESTO                                        ;CADETE                                            ;SEK CIUDALCAMPO                                   ;MASCULINO;Moncloa
2015;1         ;1;8;106156;8;10;8;3;0;5;246;260;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC FUENCARRAL-MONCLOA;BALONCESTO                                        ;CADETE                                            ;SCJ PROSPORT                                      ;MASCULINO;Moncloa
2015;1         ;1;8;106253;3;14;8;6;0;2;214;168;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC FUENCARRAL-MONCLOA;BALONCESTO                                        ;CADETE                                            ;BC CHAMBERI JOAQUIN TURIN                         ;MASCULINO;Moncloa
2015;1         ;1;8;106260;1;16;8;8;0;0;272;161;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC FUENCARRAL-MONCLOA;BALONCESTO                                        ;CADETE                                            ;SANTA MARIA DE YERMO                              ;MASCULINO;Moncloa
2015;1         ;1;8;106684;4;12;8;4;0;4;271;282;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC FUENCARRAL-MONCLOA;BALONCESTO                                        ;CADETE                                            ;BALIA STARS                                       ;MASCULINO;Moncloa
2015;1         ;1;8;107136;2;15;8;7;0;1;273;200;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC FUENCARRAL-MONCLOA;BALONCESTO                                        ;CADETE                                            ;EFBM FERNANDO MARTIN                              ;MASCULINO;Moncloa
2015;1         ;1;8;107316;7;10;8;3;0;5;270;250;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC FUENCARRAL-MONCLOA;BALONCESTO                                        ;CADETE                                            ;SALESIANOS ESTRECHO                               ;MASCULINO;Moncloa
2015;1         ;1;8;107562;6;10;8;2;0;6;194;287;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC FUENCARRAL-MONCLOA;BALONCESTO                                        ;CADETE                                            ;BLANCA DE CASTILLA                                ;MASCULINO;Moncloa
2015;1         ;1;9;106135;8;9;7;2;0;5;266;297;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC FUENCARRAL-MONCLOA;BALONCESTO                                        ;JUVENIL                                           ;ESCUELA BARRIO DEL PILAR                          ;MASCULINO;Moncloa
2015;1         ;1;9;106140;9;8;7;1;0;6;196;281;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC FUENCARRAL-MONCLOA;BALONCESTO                                        ;JUVENIL                                           ;MADRID NORTE                                      ;MASCULINO;Moncloa
2015;1         ;1;9;106254;3;11;7;4;0;3;221;228;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC FUENCARRAL-MONCLOA;BALONCESTO                                        ;JUVENIL                                           ;BC CHAMBERI JOAQUIN TURINA                        ;MASCULINO;Moncloa
2015;1         ;1;9;106471;2;12;7;5;0;2;276;275;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC FUENCARRAL-MONCLOA;BALONCESTO                                        ;JUVENIL                                           ;R.A.E.V.                                          ;MASCULINO;Moncloa
2015;1         ;1;9;106686;1;14;7;7;0;0;443;239;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC FUENCARRAL-MONCLOA;BALONCESTO                                        ;JUVENIL                                           ;FUNDACION BALIA                                   ;MASCULINO;Moncloa
2015;1         ;1;9;107063;7;9;7;2;0;5;238;317;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC FUENCARRAL-MONCLOA;BALONCESTO                                        ;JUVENIL                                           ;RAMON Y CAJAL                                     ;MASCULINO;Moncloa
2015;1         ;1;9;107138;6;11;7;4;0;3;223;244;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC FUENCARRAL-MONCLOA;BALONCESTO                                        ;JUVENIL                                           ;EFBM FERNANDO MARTIN A                            ;MASCULINO;Moncloa
2015;1         ;1;9;107139;5;11;7;4;0;3;286;242;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC FUENCARRAL-MONCLOA;BALONCESTO                                        ;JUVENIL                                           ;EFBM FERNANDO MARTIN B                            ;MASCULINO;Moncloa
2015;1         ;1;9;107929;4;11;8;3;0;5;291;317;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC FUENCARRAL-MONCLOA;BALONCESTO                                        ;JUVENIL                                           ;LICEO ITALIANO                                    ;MASCULINO;Moncloa
2015;1         ;1;11;103292;8;11;8;3;0;5;286;257;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC SABADOS JM CAGIGAL;BALONCESTO                                        ;SENIOR                                            ;EL GRAN CHICHI                                    ;MASCULINO;Moncloa
2015;1         ;1;11;103294;4;16;9;7;0;2;361;294;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC SABADOS JM CAGIGAL;BALONCESTO                                        ;SENIOR                                            ;LOS TRONKIS                                       ;MASCULINO;Moncloa
2015;1         ;1;11;103297;3;17;10;7;0;3;345;284;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC SABADOS JM CAGIGAL;BALONCESTO                                        ;SENIOR                                            ;CSK LA ROPA                                       ;MASCULINO;Moncloa
2015;1         ;1;11;103299;2;18;10;8;0;2;455;308;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC SABADOS JM CAGIGAL;BALONCESTO                                        ;SENIOR                                            ;ESTRELLA COJA                                     ;MASCULINO;Moncloa
2015;1         ;1;11;103300;6;13;9;4;0;5;288;335;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC SABADOS JM CAGIGAL;BALONCESTO                                        ;SENIOR                                            ;TSKYO                                             ;MASCULINO;Moncloa
2015;1         ;1;11;103310;1;18;10;8;0;2;516;314;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC SABADOS JM CAGIGAL;BALONCESTO                                        ;SENIOR                                            ;FUNDACION ENGANCHINI                              ;MASCULINO;Moncloa
2015;1         ;1;11;103316;7;12;10;2;0;8;297;436;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC SABADOS JM CAGIGAL;BALONCESTO                                        ;SENIOR                                            ;ARABASQUET                                        ;MASCULINO;Moncloa
2015;1         ;1;11;105211;5;14;10;4;0;6;335;327;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC SABADOS JM CAGIGAL;BALONCESTO                                        ;SENIOR                                            ;JUVENTUD INFINITA                                 ;MASCULINO;Moncloa
2015;1         ;1;11;105616;9;8;10;0;0;10;174;502;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC SABADOS JM CAGIGAL;BALONCESTO                                        ;SENIOR                                            ;OAK HILL                                          ;MASCULINO;Moncloa
2015;1         ;1;12;103293;3;16;10;6;0;4;456;429;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC DOMINGOS POETAS;BALONCESTO                                        ;SENIOR                                            ;MINNESOTA, CABALLO Y REY                          ;MASCULINO;Moncloa
2015;1         ;1;12;103295;2;17;11;6;0;5;416;403;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC DOMINGOS POETAS;BALONCESTO                                        ;SENIOR                                            ;LA RIBERA                                         ;MASCULINO;Moncloa
2015;1         ;1;12;103296;5;15;10;5;0;5;361;378;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC DOMINGOS POETAS;BALONCESTO                                        ;SENIOR                                            ;MANCOS DE RAG                                     ;MASCULINO;Moncloa
2015;1         ;1;12;103298;6;14;10;4;0;6;403;459;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC DOMINGOS POETAS;BALONCESTO                                        ;SENIOR                                            ;MUGRES DE GREDOS                                  ;MASCULINO;Moncloa
2015;1         ;1;12;103301;1;20;10;10;0;0;541;267;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC DOMINGOS POETAS;BALONCESTO                                        ;SENIOR                                            ;PATITO MASCUATRO                                  ;MASCULINO;Moncloa
2015;1         ;1;12;103303;4;16;11;5;0;6;426;472;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC DOMINGOS POETAS;BALONCESTO                                        ;SENIOR                                            ;KIKIS 2.0                                         ;MASCULINO;Moncloa
2015;1         ;1;12;103306;7;10;10;0;0;10;298;493;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;BC DOMINGOS POETAS;BALONCESTO                                        ;SENIOR                                            ;ESTUDIABAANTES CB                                 ;MASCULINO;Moncloa
2015;1         ;1;14;107056;1;8;8;0;8;0;0;0;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F.SALA PREBENJA GR. 01;FUTBOL SALA                                       ;PREBENJAMIN                                       ;COLEGIO MONTE DE EL PARDO                         ;MIXTO;Moncloa
2015;1         ;1;14;107621;1;8;8;0;8;0;0;0;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F.SALA PREBENJA GR. 01;FUTBOL SALA                                       ;PREBENJAMIN                                       ;LEPANTO POETAS                                    ;MIXTO;Moncloa
2015;1         ;1;14;107622;1;8;8;0;8;0;0;0;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F.SALA PREBENJA GR. 01;FUTBOL SALA                                       ;PREBENJAMIN                                       ;HOSTOS POETAS AZUL                                ;MIXTO;Moncloa
2015;1         ;1;14;107822;1;8;8;0;8;0;0;0;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F.SALA PREBENJA GR. 01;FUTBOL SALA                                       ;PREBENJAMIN                                       ;COAMI                                             ;MIXTO;Moncloa
2015;1         ;1;14;108014;1;8;8;0;8;0;0;0;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F.SALA PREBENJA GR. 01;FUTBOL SALA                                       ;PREBENJAMIN                                       ;NUESTRA SE¥ORA DEL PILAR                          ;MIXTO;Moncloa
2015;1         ;1;14;108258;1;8;8;0;8;0;0;0;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F.SALA PREBENJA GR. 01;FUTBOL SALA                                       ;PREBENJAMIN                                       ;ADOLFO SUAREZ                                     ;MIXTO;Moncloa
2015;1         ;1;14;108262;1;8;8;0;8;0;0;0;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F.SALA PREBENJA GR. 01;FUTBOL SALA                                       ;PREBENJAMIN                                       ;TAGORE                                            ;MIXTO;Moncloa
2015;1         ;1;14;108396;1;8;8;0;8;0;0;0;2015/ 2016                                        ;JUEGOS DEPORTIVOS MUNICIPALES                     ;JDM GRUPO                                         ;F.SALA PREBENJA GR. 01;FUTBOL SALA                                       ;PREBENJAMIN                                       ;ESCOLAPIAS                                        ;MIXTO;Moncloa
